"","posID","Time_min","Cell_Area","Cell_BoundingBoxArea","Cell_BoundingBoxMaximum_X","Cell_BoundingBoxMaximum_Y","Cell_BoundingBoxMinimum_X","Cell_BoundingBoxMinimum_Y","Cell_Center_X","Cell_Center_Y","Cell_Compactness","Cell_Eccentricity","Cell_EquivalentDiameter","Cell_EulerNumber","Cell_Extent","Cell_FormFactor","Cell_MajorAxisLength","Cell_MaxFeretDiameter","Cell_MaximumRadius","Cell_MeanRadius","Cell_MedianRadius","Cell_MinFeretDiameter","Cell_MinorAxisLength","Cell_Orientation","Cell_Perimeter","Cell_Solidity","Cell_IntegratedEdge_PCNA","Cell_IntegratedEdge_RELAGFP","Cell_IntegratedEdge_TrackID","Cell_Integrated_PCNA","Cell_Integrated_RELAGFP","Cell_Integrated_TrackID","Cell_LowerQuartile_PCNA","Cell_LowerQuartile_RELAGFP","Cell_LowerQuartile_TrackID","Cell_MAD_PCNA","Cell_MAD_RELAGFP","Cell_MAD_TrackID","Cell_MassDisplacement_PCNA","Cell_MassDisplacement_RELAGFP","Cell_MassDisplacement_TrackID","Cell_MaxEdge_PCNA","Cell_MaxEdge_RELAGFP","Cell_MaxEdge_TrackID","Cell_Max_PCNA","Cell_Max_RELAGFP","Cell_Max_TrackID","Cell_MeanEdge_PCNA","Cell_MeanEdge_RELAGFP","Cell_MeanEdge_TrackID","Cell_Mean_PCNA","Cell_Mean_RELAGFP","Cell_Mean_TrackID","Cell_Median_PCNA","Cell_Median_RELAGFP","Cell_Median_TrackID","Cell_MinEdge_PCNA","Cell_MinEdge_RELAGFP","Cell_MinEdge_TrackID","Cell_Min_PCNA","Cell_Min_RELAGFP","Cell_Min_TrackID","Cell_StdEdge_PCNA","Cell_StdEdge_RELAGFP","Cell_StdEdge_TrackID","Cell_Std_PCNA","Cell_Std_RELAGFP","Cell_Std_TrackID","Cell_UpperQuartile_PCNA","Cell_UpperQuartile_RELAGFP","Cell_UpperQuartile_TrackID","Nucleus_Area","Nucleus_BoundingBoxArea","Nucleus_BoundingBoxMaximum_X","Nucleus_BoundingBoxMaximum_Y","Nucleus_BoundingBoxMinimum_X","Nucleus_BoundingBoxMinimum_Y","Nucleus_Center_X","Nucleus_Center_Y","Nucleus_Compactness","Nucleus_Eccentricity","Nucleus_EquivalentDiameter","Nucleus_EulerNumber","Nucleus_Extent","Nucleus_FormFactor","Nucleus_MajorAxisLength","Nucleus_MaxFeretDiameter","Nucleus_MaximumRadius","Nucleus_MeanRadius","Nucleus_MedianRadius","Nucleus_MinFeretDiameter","Nucleus_MinorAxisLength","Nucleus_Orientation","Nucleus_Perimeter","Nucleus_Solidity","Nucleus_IntegratedEdge_PCNA","Nucleus_IntegratedEdge_RELAGFP","Nucleus_IntegratedEdge_TrackID","Nucleus_Integrated_PCNA","Nucleus_Integrated_RELAGFP","Nucleus_Integrated_TrackID","Nucleus_LowerQuartile_PCNA","Nucleus_LowerQuartile_RELAGFP","Nucleus_LowerQuartile_TrackID","Nucleus_MAD_PCNA","Nucleus_MAD_RELAGFP","Nucleus_MAD_TrackID","Nucleus_MassDisplacement_PCNA","Nucleus_MassDisplacement_RELAGFP","Nucleus_MassDisplacement_TrackID","Nucleus_MaxEdge_PCNA","Nucleus_MaxEdge_RELAGFP","Nucleus_MaxEdge_TrackID","Nucleus_Max_PCNA","Nucleus_Max_RELAGFP","Nucleus_Max_TrackID","Nucleus_MeanEdge_PCNA","Nucleus_MeanEdge_RELAGFP","Nucleus_MeanEdge_TrackID","Nucleus_Mean_PCNA","Nucleus_Mean_RELAGFP","Nucleus_Mean_TrackID","Nucleus_Median_PCNA","Nucleus_Median_RELAGFP","Nucleus_Median_TrackID","Nucleus_MinEdge_PCNA","Nucleus_MinEdge_RELAGFP","Nucleus_MinEdge_TrackID","Nucleus_Min_PCNA","Nucleus_Min_RELAGFP","Nucleus_Min_TrackID","Nucleus_StdEdge_PCNA","Nucleus_StdEdge_RELAGFP","Nucleus_StdEdge_TrackID","Nucleus_Std_PCNA","Nucleus_Std_RELAGFP","Nucleus_Std_TrackID","Nucleus_UpperQuartile_PCNA","Nucleus_UpperQuartile_RELAGFP","Nucleus_UpperQuartile_TrackID","RELAratio","avSize","cellCategory","oneCategory","posIDnew"
"181","13_50",40,1080,2301,409,546,370,487,393.0398,507.2213,2.118791,0.8403112,37.08232,1,0.4693611,0.4719672,55.89168,63.63175,13,4.601116,4.123106,32.32104,30.29912,0.3764833,169.5746,0.8585056,0.09773404,0.2992599,0,0.6817731,1.283177,0.000762951,0.000335699,0.002044709,0,0.000640879,0.000167849,0,2.732919,0.09947027,7.416123,0.003067063,0.002624552,0,0.003845274,0.002670329,0.000762951,0.000746061,0.002284427,0,0.001185692,0.002231612,1.33e-06,0.0009308,0.002243076,0,0,0.001998932,0,0,0.001922637,0,0.00085162,0.000163515,0,0.000942295,0.000187996,3.18e-05,0.002063783,0.002395666,0,347,440,409,520,387,500,396.8213,508.9251,1.125053,0.6139165,21.01937,1,0.7886364,0.8888467,23.87011,25.23886,9.433981,3.631833,3,18.65744,18.84237,-0.8587577,70.04163,0.9638889,0.09514,0.08245975,0,0.3282368,0.2840925,0.000762951,0.00210193,0.001995117,0,0.000259403,4.58e-05,0,0.1035819,0.09008951,3.164691,0.00311284,0.002380407,0,0.003845274,0.002380407,0.000762951,0.0023785,0.002061494,0,0.002361416,0.002043831,5.49e-06,0.00234226,0.00202945,0,0.001297017,0.001937896,0,0.001297017,0.001937896,0,0.000504878,8.76e-05,0,0.000425917,7.75e-05,6.45e-05,0.002620737,0.002090486,0,0.8573028,2222.9,"largerCell","aCell","13_50largerCell"
"182","13_53",40,1736,3575,426,735,361,680,387.3139,703.8698,2.533043,0.819035,47.01429,1,0.4855944,0.394782,67.55932,71.28113,13.92839,5.347251,5,42.23269,38.76172,-0.6656231,235.0721,0.7767338,0.1536278,0.3797208,0,1.063294,2.279408,0.000808728,0.000427253,0.002136263,0,0.000389105,0.000137331,0,5.253782,0.36173,17.72299,0.00358587,0.002624552,0,0.00358587,0.002716106,0.000808728,0.00090904,0.002246868,0,0.00105381,0.002259076,8.02e-07,0.000831617,0.002258335,0,0.000137331,0.001922637,0,0.000137331,0.001846342,0,0.000727234,0.000163839,0,0.000775601,0.000189652,2.54e-05,0.001106279,0.002410925,0,301,368,410,705,394,682,400.8272,692.9934,1.064552,0.6864301,19.57665,1,0.8179348,0.9393623,23.15258,22.36068,8,3.420334,3,15,16.83646,-0.0944978,63.45584,0.9836601,0.07542535,0.06283665,0,0.2568704,0.2097353,0.000808728,0.002121004,0.001922637,0,0.000259403,1.53e-05,0,0.08177813,0.02186264,0.3395763,0.003372244,0.002075227,0,0.003372244,0.002075227,0.000808728,0.002357042,0.001963645,0,0.002378429,0.001941993,7.49e-06,0.002410925,0.001937896,0,0.001464866,0.001861601,0,0.001464866,0.001846342,0,0.000414704,4.85e-05,0,0.000366547,3.95e-05,7.75e-05,0.002639811,0.001968414,0,0.7814586,2049.825,"largerCell","aCell","13_53largerCell"
"183","7_55",40,2369,5928,572,547,494,471,530.2212,514.7788,3.113699,0.8713733,54.92089,1,0.3996289,0.3211614,86.66883,86.76981,16.55295,5.941189,5.385165,53.2,42.52151,-0.7173234,304.4569,0.6844843,0.165835,0.4927138,0,1.353948,3.308339,0.000839246,0.000518807,0.002059968,0,0.000259403,0.000183108,0,3.981492,0.7431214,20.76541,0.003173877,0.00265507,0,0.003479057,0.002685588,0.000839246,0.000740335,0.002199615,0,0.000920427,0.002249041,5.71e-07,0.000671397,0.002273594,0,0.000122072,0.001892119,0,0.000122072,0.00187686,0,0.000554003,0.000156474,0,0.000653004,0.000203317,2.19e-05,0.001052873,0.002426184,0,266,322,546,510,532,487,538.6128,497.6053,1.173377,0.8137196,18.40331,1,0.826087,0.8522412,24.43012,22.56103,7,3.008911,2.828427,13,14.20019,-0.01075553,62.62742,0.9602888,0.07682918,0.0624094,0,0.1810941,0.1485161,0.000839246,0.00218204,0.001937896,0,0.000213626,1.53e-05,0,0.1381224,0.005057203,0.4852392,0.003295949,0.002014191,0,0.003295949,0.002014191,0.000839246,0.002400912,0.001950294,0,0.002382817,0.001954159,1.1e-05,0.002319371,0.001953155,0,0.001541161,0.001892119,0,0.001541161,0.001892119,0,0.000421399,3.13e-05,0,0.000352595,2.76e-05,9.56e-05,0.002578775,0.001968414,0,0.8488033,1751.1,"largerCell","aCell","7_55largerCell"
"184","7_57",40,1144,2665,377,549,312,508,345.8278,527.625,2.820781,0.8339317,38.16525,1,0.4292683,0.3545118,58.12308,67.05222,12.64911,4.338821,3.605551,33.187,32.07625,-1.237817,201.3736,0.7380645,0.1389181,0.3528038,0,0.981384,1.334249,0.000869764,0.000228885,0.002121004,0,0.000442512,0.000259403,0,6.650289,0.6457066,7.844763,0.005111773,0.00296025,0,0.005645838,0.003128099,0.000869764,0.000926121,0.002352026,0,0.001771451,0.002408391,1.57e-06,0.000549325,0.00233463,0,4.58e-05,0.001983673,0,4.58e-05,0.001983673,0,0.001287093,0.000244951,0,0.00170929,0.000302434,3.69e-05,0.003471427,0.002700847,0,290,380,346,540,326,521,335.6103,530.3862,1.005285,0.634523,19.2156,1,0.7631579,0.9947429,21.8809,21.09502,8.485281,3.462127,3,15.55635,16.91184,0.8653389,60.52691,0.9897611,0.09610132,0.05671778,0,0.3411154,0.1942016,0.000869764,0.003097581,0.002059968,0,0.000526436,3.05e-05,0,0.2098197,0.03266034,0.678187,0.004852369,0.002197299,0,0.005645838,0.002197299,0.000869764,0.003559308,0.002100659,0,0.003667908,0.002088189,9.35e-06,0.003601129,0.002090486,0,0.002304112,0.00202945,0,0.002304112,0.001998932,0,0.000743448,4.68e-05,0,0.000746635,4.2e-05,8.97e-05,0.00413138,0.002121004,0,0.766764,3258.26666666667,"largerCell","aCell","7_57largerCell"
"185","5_77",40,65524,140580,481,669,55,339,239.8638,509.2224,36.70418,0.8685681,288.8386,1,0.4660976,0.02724485,429.2618,481.3533,83.09633,27.50748,23.25941,234.8128,212.7292,0.9692158,5497.471,0.7657715,0.05639734,7.102144,0,3.008453,105.1619,0.001174945,0,0.001815824,0,1.53e-05,1.53e-05,0,50.31634,0.6357972,79.7339,0.000106813,0.001983673,0,0.004028382,0.002746624,0.001174945,1.46e-05,0.001835179,0,5.3e-05,0.001853107,2.07e-08,1.53e-05,0.001846342,0,0,0.001724269,0,0,0.001724269,0,1.56e-05,2.72e-05,0,0.00024804,8.65e-05,4.93e-06,3.05e-05,0.001861601,0,358,529,324,551,301,528,310.6173,538.9777,1.139485,0.3829937,21.34994,1,0.6767486,0.8775894,22.69383,22.80351,8.944272,3.587197,3.162278,20.397,20.96344,0.6192967,71.59798,0.9649596,0.08361944,0.07174792,0,0.2855573,0.2554665,0.001174945,0.001682307,0.001953155,0,0.000518807,3.05e-05,0,0.6522112,0.01792522,0.7049151,0.004028382,0.002136263,0,0.004028382,0.002136263,0.001174945,0.002322762,0.001992998,0,0.002213623,0.001980361,9.11e-06,0.002433814,0.001983673,0,0.001022354,0.001907378,0,0.000717174,0.001892119,0,0.000735465,4.06e-05,0,0.0007706,4.15e-05,0.000103046,0.002777142,0.001998932,0,0.9240856,46511.7,"largerCell","aCell","5_77largerCell"
"186","15_88",40,1817,2747,307,260,266,193,287.0644,224.7325,1.996505,0.8718767,48.09861,1,0.6614489,0.5008754,72.67672,68.44706,15.52417,5.729869,5.09902,37.57897,35.59165,0.2150317,213.5097,0.820316,0.1938659,0.3908141,0,1.838651,2.755489,0.001342794,0.000503548,0.00233463,0,0.000808728,0.000122072,0,3.719543,0.3923821,7.793122,0.004348821,0.002746624,0,0.005584802,0.002792401,0.001342794,0.001189361,0.002397632,0,0.001619957,0.002427744,1.18e-06,0.001327535,0.002487221,0,0.000183108,0.001937896,0,0.000183108,0.001937896,0,0.000877986,0.000155659,0,0.001255615,0.000205802,3.98e-05,0.001808194,0.002578775,0,850,1620,305,240,269,195,286.5424,215.9976,1.628336,0.9039615,32.89762,1,0.5246914,0.614124,52.29297,49.40648,11,4.268196,4,23.16969,22.3612,0.7008449,131.8823,0.8863399,0.2052644,0.2041962,0,0.9435264,0.9498741,0.001342794,0.00140383,0.002075227,0,0.000289921,0.000167849,0,4.799386,1.036446,13.18428,0.005233845,0.002670329,0,0.005584802,0.002792401,0.001342794,0.00233255,0.002320412,0,0.002329695,0.002345368,3.32e-06,0.001586938,0.002441444,0,0.000946059,0.001937896,0,0.000869764,0.001937896,0,0.001163688,0.000225048,0,0.001236966,0.000239389,6.66e-05,0.003444724,0.002548257,0,0.9257064,16206.2333333333,"largerCell","aCell","15_88largerCell"
"187","15_232",40,1167,1702,351,666,314,620,332.7352,645.9083,1.388776,0.6243472,38.54699,1,0.6856639,0.7200585,44.95075,47.16991,16.15549,5.893315,5.09902,35.10128,35.11314,-0.2968738,142.7107,0.9403707,0.1476005,0.2344854,0,1.315847,1.719463,0.003540093,0.000335699,0.002212558,0,0.00032044,0.000167849,0,6.005105,0.5411508,9.02465,0.005203327,0.002746624,0,0.008346685,0.003540093,0.003540093,0.001506128,0.002392708,0,0.001853305,0.002421779,4.99e-06,0.000579843,0.002487221,0,0.000213626,0.001968414,0,0.000183108,0.001907378,0,0.001505056,0.000196631,0,0.001826325,0.000261773,0.000132764,0.003318837,0.002609293,0,389,513,334,662,315,635,324.6555,648.6478,1.179763,0.7366222,22.25512,1,0.7582846,0.8476282,27.57614,26.4764,8.544004,3.617872,3.162278,17.89361,18.64986,-0.04413566,75.94113,0.9487805,0.1766079,0.08966201,0,0.6470131,0.3078813,0.003540093,0.003494316,0.001983673,0,0.000732433,6.1e-05,0,0.1379384,0.09799859,0.5638383,0.006591897,0.002410925,0,0.008346685,0.002410925,0.003540093,0.004204951,0.00213481,0,0.00434237,0.002066317,2.38e-05,0.004158084,0.002044709,0,0.002731365,0.001907378,0,0.002517739,0.001907378,0,0.000912607,0.000130917,0,0.001179444,0.000102339,0.000289041,0.00499733,0.002132448,0,0.7845593,3128.8,"largerCell","aCell","15_232largerCell"
"188","18_782",40,722,930,138,438,108,407,121.9584,421.8227,1.184544,0.4345503,30.31961,1,0.7763441,0.8442068,32.2274,33.6006,13.89244,5.081659,4.472136,28.17446,29.02553,0.8017538,103.669,0.9652406,0.1000992,0.171313,0,0.7616541,0.9813535,0.01193256,0.000274662,0.002273594,0,0.001632715,0.00015259,0,4.182604,0.48925,6.424315,0.004486152,0.002899214,0,0.00531014,0.002914473,0.01193256,0.001472047,0.002519309,0,0.001923369,0.002478165,3.01e-05,0.002105745,0.002548257,0,0.00015259,0.001968414,0,0.00015259,0.001953155,0,0.001444326,0.000269263,0,0.001521684,0.000244904,0.000598876,0.003326467,0.002670329,0,306,396,137,436,119,414,127.6046,424.3725,1.055181,0.6576193,19.73857,1,0.7727273,0.9477048,22.77682,22.13594,8.544004,3.487528,3,16.66987,17.15893,-0.3135523,63.69848,0.9714286,0.1010452,0.06919966,0,0.3819638,0.2347906,0.01193256,0.00319295,0.002044709,0,0.000373846,0.000122072,0,0.2520944,0.2042425,0.5050189,0.00531014,0.002532998,0,0.00531014,0.002532998,0.01193256,0.003259524,0.002232247,0,0.003569756,0.002194304,0.000111519,0.003639277,0.002151522,0,0.001968414,0.001983673,0,0.001846342,0.001953155,0,0.000694543,0.000180347,0,0.000668922,0.000164205,0.001148161,0.004001679,0.002368963,0,0.8162112,2185.81666666667,"largerCell","aCell","18_782largerCell"
"189","18_784",40,979,1517,405,584,368,543,386.2135,562.2891,1.2364,0.4873724,35.30583,1,0.6453527,0.8087998,38.03453,40.79216,15.81139,5.878686,5,33.09381,33.21153,-0.3026874,123.332,0.954191,0.1099718,0.2058595,0,1.164782,1.486427,0.01196307,0.0004654,0.002349889,0,0.001419089,0.000183108,0,3.970431,0.5841317,6.117472,0.003799496,0.002899214,0,0.007034409,0.003051804,0.01196307,0.001392048,0.002605816,0,0.002015194,0.002571673,2.07e-05,0.002105745,0.002639811,0,0.00030518,0.00218204,0,0.000289921,0.002090486,0,0.001116249,0.000205396,0,0.001447464,0.000241179,0.000497168,0.003013657,0.002777142,0,402,552,399,569,375,546,386.908,556.607,1.124067,0.6077346,22.62393,1,0.7282609,0.8896268,25.63201,25,9.486833,3.829574,3.605551,19.31232,20.35541,1.0782,75.35534,0.9571429,0.1266041,0.09735256,0,0.5844053,0.3817044,0.01196307,0.002792401,0.002197299,0,0.000717174,9.16e-05,0,0.4320349,0.186269,0.9864112,0.004455634,0.002761883,0,0.007034409,0.002868696,0.01196307,0.003087905,0.002374453,0,0.003563447,0.002327466,7.29e-05,0.003479057,0.002258335,0,0.001693751,0.002151522,0,0.001693751,0.002090486,0,0.000704167,0.000185232,0,0.001024228,0.000183019,0.000931307,0.004242008,0.002395666,0,0.8408367,1130.8,"smallerCell","aCell","18_784smallerCell"
"190","18_785",40,2308,4408,108,561,32,503,67.05633,533.1135,2.851745,0.8849114,54.2092,1,0.5235935,0.3506624,89.1681,85.44004,14.56022,5.648625,5,53.93907,41.53087,1.268291,287.5929,0.7068913,0.2051881,0.5394675,0,1.684382,3.325017,0.01197833,0.000198367,0.002212558,0,0.000350958,0.00015259,0,2.468194,0.2606049,11.7588,0.005371176,0.002792401,0,0.006500343,0.002853437,0.01197833,0.000903912,0.002376509,0,0.00120313,0.002375012,8.56e-06,0.000457771,0.002426184,0,0,0.001937896,0,0,0.001892119,0,0.001167347,0.000197341,0,0.001275562,0.000216102,0.00032002,0.002121004,0.002532998,0,450,728,95,551,69,523,80.10444,537.4711,1.231841,0.5825594,23.93654,1,0.6181319,0.8117932,27.02941,27.89265,9.848858,3.916065,3.605551,20.67045,21.96919,-0.6037519,83.46194,0.9164969,0.1542992,0.1182422,0,0.6024109,0.3972381,0.01197833,0.002548257,0.001968414,0,0.000549325,6.1e-05,0,0.4786936,0.3188106,0.3897936,0.005371176,0.002685588,0,0.006500343,0.002685588,0.01197833,0.002911306,0.002230984,0,0.003170584,0.002090727,6.3e-05,0.003036545,0.002014191,0,0.000549325,0.001922637,0,0.000549325,0.001892119,0,0.001300186,0.000231421,0,0.001022534,0.00017195,0.00086671,0.003646906,0.002166781,0,0.8212258,3861.63333333333,"largerCell","aCell","18_785largerCell"
"191","4_3",40,15184,40401,532,517,331,316,452.1560854,434.7317571,26.92910307,0.796043955,139.0426886,1,0.375832281,0.037134545,204.8881987,235.6713814,43.32435804,11.58216728,8.94427191,152.5681405,124.0062902,-0.787715382,2266.777921,0.674394848,0.041474022,2.933943694,0,1.425177391,21.6433051,4.58e-05,0,0.001831083,0,1.53e-05,3.05e-05,0,56.39756137,1.638709113,62.74511927,0.002410925,0.00233463,0,0.00593576,0.002792401,4.58e-05,2.63e-05,0.00185928,0,0.000125445,0.001905053,4.03e-09,1.53e-05,0.001861601,0,0,0.001770047,0,0,0.001754788,0,0.000123815,5.06e-05,0,0.000568625,0.000160612,4.29e-07,3.05e-05,0.001892119,0,404,504,407,486,386,462,396.7351485,473.4257426,1.111310708,0.429795769,22.68014057,1,0.801587302,0.899838356,24.17844771,23.60084744,10,3.881555955,3.605551275,20,21.83135223,0.115654593,75.11269837,0.96882494,0.131410697,0.086030365,0,0.589761201,0.348714427,4.58e-05,0.002784771,0.002014191,0,0.000595102,3.05e-05,0,0.268904861,0.038475669,0.474250456,0.005905242,0.00218204,0,0.00593576,0.00218204,4.58e-05,0.003128826,0.002048342,0,0.003469184,0.002051261,2.69e-07,0.003356985,0.002044709,0,0.002059968,0.001937896,0,0.002059968,0.001922637,0,0.000984549,5.9e-05,0,0.000881308,4.81e-05,3.5e-06,0.003982605,0.002082856,0,0.906652218,19645.2833333333,"largerCell","aCell","4_3largerCell"
"192","4_4",40,41707,73455,501,654,86,477,302.0747357,556.7125423,23.30312013,0.915873804,230.4408855,1,0.567789803,0.042912708,371.6826777,415.2348733,71.30918594,21.97638426,19,167.1070049,149.2180622,-1.524012071,3494.752668,0.780226359,0.052353704,4.667643243,0,2.290318164,66.7815976,6.1e-05,0,0.001831083,0,1.53e-05,1.53e-05,0,77.03953845,1.002773492,97.72929973,0.00187686,0.002670329,0,0.004806592,0.002792401,6.1e-05,2.08e-05,0.001858878,0,6.41e-05,0.001870476,1.71e-09,1.53e-05,0.001846342,0,0,0.001754788,0,0,0.001724269,0,8.17e-05,7.45e-05,0,0.000395928,0.000103819,3.23e-07,3.05e-05,0.00187686,0,532,812,401,519,372,491,387.387218,506.9116541,1.261676813,0.607464057,26.02620675,1,0.655172414,0.792596004,30.58371539,29.41088234,10.19803903,4.009819548,3.605551275,24.08150953,24.29408763,-0.621240581,91.84062043,0.909401709,0.201220724,0.116472114,0,0.861600684,0.479316396,6.1e-05,0.003292134,0.002014191,0,0.000419623,3.05e-05,0,0.556314952,0.043780573,0.706588025,0.00453193,0.002136263,0,0.004806592,0.002151522,6.1e-05,0.003530188,0.00204337,0,0.003666386,0.002039644,2.6e-07,0.003761349,0.002044709,0,0.002075227,0.001937896,0,0.002014191,0.001937896,0,0.000595143,4.17e-05,0,0.000597324,4.35e-05,3.97e-06,0.004104677,0.002075227,0,0.906979582,49681.1333333333,"largerCell","aCell","4_4largerCell"
"193","9_12",40,873,1634,445,484,407,441,425.6071019,461.4707904,1.788900481,0.525781832,33.33973789,1,0.534271726,0.559002589,38.02908857,44.59820624,12.52996409,4.631652432,4.123105626,31.89526128,32.34828277,-0.849863736,140.0893578,0.829847909,0.081528954,0.256977188,0,0.764476998,1.097459373,0.000183108,0.000381476,0.002197299,0,0.001358053,0.000198367,0,2.537260358,0.255154995,3.549373777,0.002944991,0.002944991,0,0.004486152,0.00296025,0.000183108,0.000799303,0.002519384,0,0.001676485,0.002406709,4.02e-07,0.00187686,0.002395666,0,0,0.002197299,0,0,0.001968414,0,0.000911931,0.00020581,0,0.001312551,0.000251554,8.57e-06,0.002899214,0.002594034,0,285,396,442,472,420,454,429.7964912,462.6561404,1.132931051,0.77577572,19.0492328,1,0.71969697,0.882666248,24.11953564,23.02172887,7.211102551,3.203551176,2.828427125,14.06288398,15.21963784,1.055541046,63.69848481,0.976027397,0.090760662,0.066361486,0,0.2583505,0.178225376,0.000183108,0.002609293,0.002059968,0,0.000427253,6.1e-05,0,0.333972103,0.126380565,0.622927402,0.003814755,0.002288853,0,0.004486152,0.002288853,0.000183108,0.002927763,0.002140693,0,0.003075601,0.002121731,2.18e-06,0.003128099,0.002105745,0,0.002105745,0.001983673,0,0.002075227,0.001968414,0,0.000466897,9.1e-05,0,0.000543702,8.37e-05,1.99e-05,0.003387503,0.002197299,0,0.809405012,1009.13333333333,"smallerCell","aCell","9_12smallerCell"
"194","9_13",40,963,1485,420,486,375,453,395.8026999,471.305296,1.545900078,0.525831412,35.01613459,1,0.648484848,0.64687234,39.93216989,44.40720662,14.31782106,5.169196947,4.472135955,31.8307703,33.96585691,-1.552214165,136.7756493,0.896648045,0.146715497,0.240756847,0,1.319203494,1.282108797,0.000198367,9.16e-05,0.002075227,0,0.002143893,0.000228885,0,3.715332508,0.588000021,4.658553559,0.006973373,0.002731365,0,0.008697643,0.002868696,0.000198367,0.001438387,0.002360361,0,0.00238554,0.002318461,3.59e-07,0.002685588,0.002273594,0,0,0.001968414,0,0,0.001953155,0,0.001817456,0.000207424,0,0.002092855,0.00025329,8.43e-06,0.003875792,0.002563516,0,392,528,403,484,381,460,391.2423469,472.5076531,1.127535753,0.684379,22.3407677,1,0.742424242,0.886889837,26.5061074,26.40075756,9.219544457,3.742620763,3.16227766,18.66691212,19.32630407,0.527534236,74.52691193,0.963144963,0.165911347,0.084596017,0,0.603097588,0.31825742,0.000198367,0.002864881,0.002014191,0,0.000709545,3.05e-05,0,0.234066379,0.044525525,0.622070659,0.008438239,0.002166781,0,0.008438239,0.002166781,0.000198367,0.004046618,0.002063317,0,0.003890952,0.002053274,1.28e-06,0.003395132,0.002059968,0,0.002456703,0.001968414,0,0.002151522,0.001953155,0,0.001489761,5.63e-05,0,0.001340266,4.62e-05,1.59e-05,0.004745556,0.002079042,0,0.798706217,1159,"smallerCell","aCell","9_13smallerCell"
"195","9_11",40,1098,1600,475,472,435,432,454.8743169,449.3506375,1.356534969,0.556462474,37.39006579,1,0.68625,0.737172298,41.96450117,47.20169488,16.1245155,5.836926123,5,34.88266045,34.8671602,-0.68104673,136.8111832,0.950649351,0.10327306,0.253009842,0,0.880933854,1.721232929,0.000167849,0.000503548,0.002349889,0,0.000236515,0.000144961,0,5.25169879,0.65945988,9.968129817,0.003555352,0.002883955,0,0.004760815,0.003082322,0.000167849,0.001053807,0.002581733,0,0.00132074,0.002580559,2.52e-07,0.00062562,0.002677958,0,0.000167849,0.002059968,0,0.000167849,0.001953155,0,0.000925937,0.000224278,0,0.001132978,0.000284845,6.49e-06,0.002273594,0.002792401,0,311,420,464,469,443,449,452.903537,458.85209,1.08482862,0.491538603,19.89918336,1,0.74047619,0.921804589,21.44358555,20.88061302,8.94427191,3.496907141,3,17.44133022,18.67427058,1.125410066,65.11269837,0.95398773,0.094972152,0.068116274,0,0.343129627,0.223910887,0.000167849,0.002746624,0.002044709,0,0.000549325,4.58e-05,0,0.217254371,0.022871348,0.154700424,0.00453193,0.002273594,0,0.004760815,0.002273594,0.000167849,0.00296788,0.002128634,0,0.003206819,0.002092625,1.57e-06,0.003082322,0.002090486,0,0.001968414,0.00202945,0,0.001968414,0.001953155,0,0.000611159,5.92e-05,0,0.00068345,5.66e-05,1.62e-05,0.003727016,0.002121004,0,0.753064476,1133.7,"smallerCell","aCell","9_11smallerCell"
"196","9_18",40,1902,3658,204,765,142,706,169.542061,741.4011567,2.719206647,0.726480144,49.21078758,1,0.51995626,0.367754323,66.32073352,72.13875519,14.31782106,5.508169446,5,52.43243243,45.57477615,1.272258121,254.9360749,0.718006795,0.090440223,0.409231708,0,0.475944152,2.448325322,0.000274662,7.63e-05,0.002121004,0,4.58e-05,6.1e-05,0,15.46762446,0.364523798,22.66897743,0.002365148,0.002304112,0,0.002517739,0.002441444,0.000274662,0.000471043,0.002131415,0,0.000420817,0.002164744,2.43e-07,0.000106813,0.00218204,0,0,0.001861601,0,0,0.001861601,0,0.000688936,0.000108277,0,0.000650162,0.000103989,8.16e-06,0.000183108,0.002227817,0,314,418,200,760,181,738,190.8152866,749.7961783,1.113477536,0.665859352,19.99492978,1,0.751196172,0.89808727,23.55955528,23.02172887,8.062257748,3.38640562,3,17.2386767,17.57724916,-0.443148441,66.28427125,0.960244648,0.062623026,0.068940261,0,0.197955291,0.211276417,0.000274662,0.001663233,0.001922637,0,0.00015259,3.05e-05,0,0.151663704,0.077243587,0.185185185,0.002365148,0.002136263,0,0.002517739,0.002136263,0.000274662,0.001789229,0.001969722,0,0.001832919,0.001956263,2.54e-06,0.001785306,0.001953155,0,0.001220722,0.001861601,0,0.001220722,0.001861601,0,0.000272604,7.5e-05,0,0.000252579,5.83e-05,2.63e-05,0.001983673,0.001983673,0,0.881573921,954.633333333333,"smallerCell","aCell","9_18smallerCell"
